Key,Desc,table
2,ORSA Compensation: Private industries,SAOCOMP
13,"ORSA Compensation: Finance, insurance, real estate, rental, and leasing",SAOCOMP
24,ORSA Compensation: Government,SAOCOMP
7,ORSA Compensation: Durable goods,SAOCOMP
23,"ORSA Compensation: Other services, except government",SAOCOMP
19,ORSA Compensation: Health care and social assistance,SAOCOMP
8,ORSA Compensation: Nondurable goods,SAOCOMP
3,"ORSA Compensation: Agriculture, forestry, fishing, and hunting",SAOCOMP
10,ORSA Compensation: Retail trade,SAOCOMP
4,ORSA Compensation: Mining and utilities,SAOCOMP
18,ORSA Compensation: Educational services,SAOCOMP
12,ORSA Compensation: Information,SAOCOMP
1,ORSA Compensation: All industries,SAOCOMP
17,"ORSA Compensation: Educational services, health care, and social assistance",SAOCOMP
21,"ORSA Compensation: Arts, entertainment, and recreation",SAOCOMP
21,"ORSA Compensation: Arts, entertainment, and recreation",SAOCOMP
2,ORSA Compensation: Private industries,SAOCOMP
10,ORSA Compensation: Retail trade,SAOCOMP
8,ORSA Compensation: Nondurable goods,SAOCOMP
11,ORSA Compensation: Transportation and warehousing,SAOCOMP
17,"ORSA Compensation: Educational services, health care, and social assistance",SAOCOMP
15,ORSA Compensation: Real estate and rental and leasing,SAOCOMP
24,ORSA Compensation: Government,SAOCOMP
25,ORSA Compensation: Federal,SAOCOMP
25,ORSA Compensation: Federal,SAOCOMP
11,ORSA Compensation: Transportation and warehousing,SAOCOMP
25,ORSA Employment: Federal,SAOEMP
4,ORSA Employment: Mining and utilities,SAOEMP
7,ORSA Employment: Durable goods,SAOEMP
18,ORSA Employment: Educational services,SAOEMP
11,ORSA Employment: Transportation and warehousing,SAOEMP
22,ORSA Employment: Accommodation and food services,SAOEMP
26,ORSA Employment: State and local,SAOEMP
14,ORSA Employment: Finance and insurance,SAOEMP
8,ORSA Employment: Nondurable goods,SAOEMP
1,ORSA Employment: All industries,SAOEMP
19,ORSA Employment: Health care and social assistance,SAOEMP
13,"ORSA Employment: Finance, insurance, real estate, rental, and leasing",SAOEMP
26,ORSA Employment: State and local,SAOEMP
12,ORSA Employment: Information,SAOEMP
23,"ORSA Employment: Other services, except government",SAOEMP
3,"ORSA Employment: Agriculture, forestry, fishing, and hunting",SAOEMP
4,ORSA Employment: Mining and utilities,SAOEMP
5,ORSA Employment: Construction,SAOEMP
20,"ORSA Employment: Arts, entertainment, recreation, accommodation, and food services",SAOEMP
10,ORSA Employment: Retail trade,SAOEMP
13,"ORSA Employment: Finance, insurance, real estate, rental, and leasing",SAOEMP
21,"ORSA Employment: Arts, entertainment, and recreation",SAOEMP
8,ORSA Employment: Nondurable goods,SAOEMP
16,ORSA Employment: Professional and business services,SAOEMP
10,ORSA Employment: Retail trade,SAOEMP
12,ORSA Employment: Information,SAOEMP
9,ORSA Employment: Wholesale trade,SAOEMP
23,"ORSA Employment: Other services, except government",SAOEMP
24,ORSA Employment: Government,SAOEMP
1,ORSA Employment: All industries,SAOEMP
2,ORSA Employment: Private industries,SAOEMP
17,"ORSA Employment: Educational services, health care, and social assistance",SAOEMP
18,ORSA Employment: Educational services,SAOEMP
15,ORSA Employment: Real estate and rental and leasing,SAOEMP
17,"ORSA Employment: Educational services, health care, and social assistance",SAOEMP
11,ORSA Employment: Transportation and warehousing,SAOEMP
24,ORSA Employment: Government,SAOEMP
21,"ORSA Employment: Arts, entertainment, and recreation",SAOEMP
19,ORSA Employment: Health care and social assistance,SAOEMP
7,ORSA Employment: Durable goods,SAOEMP
2,ORSA Employment: Private industries,SAOEMP
6,ORSA Employment: Manufacturing,SAOEMP
16,ORSA Employment: Professional and business services,SAOEMP
6,ORSA Employment: Manufacturing,SAOEMP
15,ORSA Employment: Real estate and rental and leasing,SAOEMP
5,ORSA Employment: Construction,SAOEMP
3,"ORSA Employment: Agriculture, forestry, fishing, and hunting",SAOEMP
22,ORSA Employment: Accommodation and food services,SAOEMP
9,ORSA Employment: Wholesale trade,SAOEMP
25,ORSA Employment: Federal,SAOEMP
14,ORSA Employment: Finance and insurance,SAOEMP
20,"ORSA Employment: Arts, entertainment, recreation, accommodation, and food services",SAOEMP
24,ORSA Value addded: Government,SAOVA
5,ORSA Value addded: Construction,SAOVA
23,"ORSA Value addded: Other services, except government",SAOVA
26,ORSA Value addded: State and local,SAOVA
19,ORSA Value addded: Health care and social assistance,SAOVA
4,ORSA Value addded: Mining and utilities,SAOVA
23,"ORSA Value addded: Other services, except government",SAOVA
17,"ORSA Value addded: Educational services, health care, and social assistance",SAOVA
22,ORSA Value addded: Accommodation and food services,SAOVA
20,"ORSA Value addded: Arts, entertainment, recreation, accommodation, and food services",SAOVA
8,ORSA Value addded: Nondurable goods,SAOVA
15,ORSA Value addded: Real estate and rental and leasing,SAOVA
8,ORSA Value addded: Nondurable goods,SAOVA
2,ORSA Value addded: Private industries,SAOVA
6,ORSA Value addded: Manufacturing,SAOVA
15,ORSA Value addded: Real estate and rental and leasing,SAOVA
7,ORSA Value addded: Durable goods,SAOVA
13,"ORSA Value addded: Finance, insurance, real estate, rental, and leasing",SAOVA
21,"ORSA Value addded: Arts, entertainment, and recreation",SAOVA
25,ORSA Value addded: Federal,SAOVA
16,ORSA Value addded: Professional and business services,SAOVA
12,ORSA Value addded: Information,SAOVA
14,ORSA Value addded: Finance and insurance,SAOVA
3,"ORSA Value addded: Agriculture, forestry, fishing, and hunting",SAOVA
10,ORSA Value addded: Retail trade,SAOVA
9,ORSA Value addded: Wholesale trade,SAOVA
5,ORSA Value addded: Construction,SAOVA
19,ORSA Value addded: Health care and social assistance,SAOVA
3,"ORSA Value addded: Agriculture, forestry, fishing, and hunting",SAOVA
11,ORSA Value addded: Transportation and warehousing,SAOVA
21,"ORSA Value addded: Arts, entertainment, and recreation",SAOVA
1,ORSA Value addded: All industries,SAOVA
17,"ORSA Value addded: Educational services, health care, and social assistance",SAOVA
7,ORSA Value addded: Durable goods,SAOVA
24,ORSA Value addded: Government,SAOVA
12,ORSA Value addded: Information,SAOVA
20,"ORSA Value addded: Arts, entertainment, recreation, accommodation, and food services",SAOVA
25,ORSA Value addded: Federal,SAOVA
10,ORSA Value addded: Retail trade,SAOVA
18,ORSA Value addded: Educational services,SAOVA
13,"ORSA Value addded: Finance, insurance, real estate, rental, and leasing",SAOVA
14,ORSA Value addded: Finance and insurance,SAOVA
9,ORSA Value addded: Wholesale trade,SAOVA
22,ORSA Value addded: Accommodation and food services,SAOVA
26,ORSA Value addded: State and local,SAOVA
4,ORSA Value addded: Mining and utilities,SAOVA
1,ORSA Value addded: All industries,SAOVA
2,ORSA Value addded: Private industries,SAOVA
18,ORSA Value addded: Educational services,SAOVA
11,ORSA Value addded: Transportation and warehousing,SAOVA
16,ORSA Value addded: Professional and business services,SAOVA
6,ORSA Value addded: Manufacturing,SAOVA
18,Total personal consumption expenditures: Recreation services,SAPCE1
22,Total personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs),SAPCE1
4,Total personal consumption expenditures: Motor vehicles and parts,SAPCE1
14,Total personal consumption expenditures: Household consumption expenditures (for services),SAPCE1
23,Total personal consumption expenditures: Gross output of nonprofit institutions,SAPCE1
21,Total personal consumption expenditures: Other services,SAPCE1
11,Total personal consumption expenditures: Gasoline and other energy goods,SAPCE1
5,Total personal consumption expenditures: Furnishings and durable household equipment,SAPCE1
15,Total personal consumption expenditures: Housing and utilities,SAPCE1
10,Total personal consumption expenditures: Clothing and footwear,SAPCE1
21,Total personal consumption expenditures: Other services,SAPCE1
14,Total personal consumption expenditures: Household consumption expenditures (for services),SAPCE1
18,Total personal consumption expenditures: Recreation services,SAPCE1
1,Total personal consumption expenditures,SAPCE1
8,Total personal consumption expenditures: Nondurable goods,SAPCE1
10,Total personal consumption expenditures: Clothing and footwear,SAPCE1
6,Total personal consumption expenditures: Recreational goods and vehicles,SAPCE1
17,Total personal consumption expenditures: Transportation services,SAPCE1
19,Total personal consumption expenditures: Food services and accommodations,SAPCE1
2,Total personal consumption expenditures: Goods,SAPCE1
13,Total personal consumption expenditures: Services,SAPCE1
3,Total personal consumption expenditures: Durable goods,SAPCE1
16,Total personal consumption expenditures: Health care,SAPCE1
20,Total personal consumption expenditures: Financial services and insurance,SAPCE1
2,Total personal consumption expenditures: Goods,SAPCE1
9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,SAPCE1
7,Total personal consumption expenditures: Other durable goods,SAPCE1
20,Total personal consumption expenditures: Financial services and insurance,SAPCE1
11,Total personal consumption expenditures: Gasoline and other energy goods,SAPCE1
12,Total personal consumption expenditures: Other nondurable goods,SAPCE1
4,Total personal consumption expenditures: Motor vehicles and parts,SAPCE1
13,Total personal consumption expenditures: Services,SAPCE1
5,Total personal consumption expenditures: Furnishings and durable household equipment,SAPCE1
24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,SAPCE1
7,Total personal consumption expenditures: Other durable goods,SAPCE1
23,Total personal consumption expenditures: Gross output of nonprofit institutions,SAPCE1
9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,SAPCE1
15,Total personal consumption expenditures: Housing and utilities,SAPCE1
3,Total personal consumption expenditures: Durable goods,SAPCE1
16,Total personal consumption expenditures: Health care,SAPCE1
24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,SAPCE1
22,Total personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs),SAPCE1
6,Total personal consumption expenditures: Recreational goods and vehicles,SAPCE1
19,Total personal consumption expenditures: Food services and accommodations,SAPCE1
12,Total personal consumption expenditures: Other nondurable goods,SAPCE1
1,Total personal consumption expenditures,SAPCE1
17,Total personal consumption expenditures: Transportation services,SAPCE1
8,Total personal consumption expenditures: Nondurable goods,SAPCE1
5,Per capita personal consumption expenditures: Furnishings and durable household equipment,SAPCE2
20,Per capita personal consumption expenditures: Financial services and insurance,SAPCE2
8,Per capita personal consumption expenditures: Nondurable goods,SAPCE2
24,Per capita personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,SAPCE2
12,Per capita personal consumption expenditures: Other nondurable goods,SAPCE2
22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs),SAPCE2
3,Per capita personal consumption expenditures: Durable goods,SAPCE2
6,Per capita personal consumption expenditures: Recreational goods and vehicles,SAPCE2
3,Per capita personal consumption expenditures: Durable goods,SAPCE2
20,Per capita personal consumption expenditures: Financial services and insurance,SAPCE2
9,Per capita personal consumption expenditures: Food and beverages purchased for off-premises consumption,SAPCE2
23,Per capita personal consumption expenditures: Gross output of nonprofit institutions,SAPCE2
18,Per capita personal consumption expenditures: Recreation services,SAPCE2
6,Per capita personal consumption expenditures: Recreational goods and vehicles,SAPCE2
14,Per capita personal consumption expenditures: Household consumption expenditures (for services),SAPCE2
23,Per capita personal consumption expenditures: Gross output of nonprofit institutions,SAPCE2
2,Per capita personal consumption expenditures: Goods,SAPCE2
4,Per capita personal consumption expenditures: Motor vehicles and parts,SAPCE2
5,Per capita personal consumption expenditures: Furnishings and durable household equipment,SAPCE2
16,Per capita personal consumption expenditures: Health care,SAPCE2
14,Per capita personal consumption expenditures: Household consumption expenditures (for services),SAPCE2
9,Per capita personal consumption expenditures: Food and beverages purchased for off-premises consumption,SAPCE2
7,Per capita personal consumption expenditures: Other durable goods,SAPCE2
16,Per capita personal consumption expenditures: Health care,SAPCE2
15,Per capita personal consumption expenditures: Housing and utilities,SAPCE2
4,Per capita personal consumption expenditures: Motor vehicles and parts,SAPCE2
21,Per capita personal consumption expenditures: Other services,SAPCE2
10,Per capita personal consumption expenditures: Clothing and footwear,SAPCE2
12,Per capita personal consumption expenditures: Other nondurable goods,SAPCE2
